execution_id,case_id,condition,agent,round,output_mentions,output_facts,empty,peer_weaken_targets,peer_strengthen_targets,peer_equivalent_targets,self_weaken_targets,self_strengthen_targets,peer_related_targets,peer_weaken_without_peer_equivalence_targets,conservative_target_facts
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,B,2,38,33,0,3,5,2,3,4,8,2,3
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,B,3,38,36,0,20,12,20,10,4,34,10,7
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,C,1,28,28,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,C,2,38,35,0,7,3,10,1,0,15,5,4
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-92,split-generic,C,3,46,45,0,15,8,9,7,7,25,11,6
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,A,1,22,22,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,A,2,59,52,0,9,4,9,5,2,15,4,3
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,A,3,42,40,0,12,12,11,4,16,26,8,6
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,B,1,43,39,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,B,2,36,32,0,5,0,1,4,2,6,5,3
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,B,3,34,33,0,8,7,11,7,9,16,1,1
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,C,1,21,21,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,C,2,34,31,0,5,3,5,0,3,8,3,1
idrbench-generation-idr-gen-level_1-92-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-92,split-specialist-aligned,C,3,47,47,0,7,23,18,6,9,32,1,2
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,A,1,38,38,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,A,2,41,41,0,12,16,12,6,7,27,5,8
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,A,3,35,35,0,8,15,12,4,9,25,5,6
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,B,1,66,64,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,B,2,42,42,0,10,10,10,3,10,23,5,3
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,B,3,50,47,0,15,29,10,8,25,37,9,6
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,C,1,45,45,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,C,2,31,29,0,7,7,6,3,3,16,4,4
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-95,full-generic,C,3,38,38,0,5,18,18,11,14,26,1,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,A,1,42,42,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,A,2,40,40,0,9,11,14,7,4,26,7,3
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,A,3,19,19,0,13,7,12,12,3,18,3,1
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,B,1,52,52,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,B,2,42,42,0,9,13,7,4,13,22,9,4
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,B,3,36,36,0,5,21,11,5,19,29,4,3
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,C,1,54,54,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,C,2,45,43,0,11,16,12,3,10,29,9,2
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-95,full-specialist,C,3,41,41,0,21,16,19,10,7,36,10,9
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,A,1,27,27,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,A,2,52,50,0,2,1,4,2,6,7,2,2
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,A,3,49,48,0,12,9,9,3,12,24,9,9
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,B,1,17,17,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,B,2,29,27,0,2,2,3,2,0,4,1,2
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,B,3,34,32,0,9,15,10,3,4,24,6,4
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,C,1,18,18,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,C,2,36,35,0,1,9,2,0,0,12,1,1
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-95,split-generic,C,3,57,56,0,22,17,12,14,8,37,17,16
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,A,1,44,44,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,A,2,29,28,0,2,0,1,1,1,3,2,2
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,A,3,55,52,0,19,19,18,10,4,38,13,10
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,B,1,12,12,0,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,B,2,44,43,0,1,2,4,2,1,5,1,1
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,B,3,49,49,0,13,4,9,18,5,21,11,8
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,C,1,0,0,1,0,0,0,0,0,0,0,0
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,C,2,46,45,0,3,7,1,0,0,11,3,3
idrbench-generation-idr-gen-level_1-95-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-95,split-specialist-aligned,C,3,51,50,0,15,7,10,8,13,28,11,6
