execution_id,case_id,condition,source_topic,target_topic,kind,n
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,C,B,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,X,X,weaken,14
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,X,C,weaken,6
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,X,C,strengthen,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,C,C,weaken,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,G,X,weaken,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,C,X,strengthen,6
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,G,G,weaken,8
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,X,B,weaken,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,B,X,strengthen,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,G,G,strengthen,7
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,X,G,weaken,3
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,X,B,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,B,X,weaken,6
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,C,X,equivalent,3
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,G,G,equivalent,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,B,C,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,G,B,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,X,C,equivalent,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,B,G,equivalent,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,G,X,strengthen,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,B,X,equivalent,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,B,G,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,B,G,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,G,B,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,C,G,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-24,full-specialist,X,G,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,B,B,strengthen,22
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,B,B,equivalent,11
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,B,B,weaken,18
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,C,C,equivalent,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,X,B,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,G,G,equivalent,6
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,B,X,weaken,3
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,X,C,strengthen,3
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,C,C,strengthen,6
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,X,X,equivalent,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,X,X,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,G,G,weaken,6
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,G,G,strengthen,8
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,X,C,weaken,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,C,C,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,U,U,strengthen,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,U,U,equivalent,6
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,B,X,strengthen,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,C,X,strengthen,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,G,X,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,X,X,weaken,5
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,G,B,strengthen,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,U,G,equivalent,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,U,U,weaken,6
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,U,G,strengthen,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,B,G,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,G,X,strengthen,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,G,U,equivalent,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,U,G,weaken,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-24,split-generic,C,B,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,B,B,weaken,7
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,B,B,strengthen,10
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,X,X,weaken,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,B,B,equivalent,6
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,B,G,weaken,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,C,C,equivalent,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,C,C,weaken,7
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,C,C,strengthen,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,C,X,strengthen,3
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,X,B,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,X,X,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,B,X,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,X,C,weaken,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,U,C,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,G,G,equivalent,9
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,G,X,strengthen,4
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,B,X,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,G,G,strengthen,9
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,G,G,weaken,6
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,U,U,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,X,G,weaken,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,U,G,equivalent,5
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,G,U,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,G,X,weaken,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,B,G,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,G,B,weaken,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,U,G,weaken,3
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,G,C,strengthen,2
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,U,G,strengthen,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,G,X,equivalent,1
idrbench-generation-idr-gen-level_1-24-deepseek-v4-pro-full-split-specialist-aligned-cumulative,idr-gen-level_1-24,split-specialist-aligned,U,B,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,U,U,equivalent,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,C,C,strengthen,12
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,U,U,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,B,B,weaken,13
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,U,weaken,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,G,weaken,6
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,X,weaken,11
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,B,B,equivalent,8
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,C,C,equivalent,4
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,X,equivalent,5
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,B,B,strengthen,11
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,G,G,equivalent,5
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,G,X,weaken,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,X,strengthen,17
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,G,G,weaken,11
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,C,C,weaken,11
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,G,B,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,C,weaken,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,B,X,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,G,C,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,G,X,strengthen,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,B,X,strengthen,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,B,weaken,5
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,C,G,weaken,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,G,G,strengthen,7
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,B,strengthen,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,U,X,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,U,G,equivalent,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,U,equivalent,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,B,equivalent,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,C,X,strengthen,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,U,strengthen,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,C,G,strengthen,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,U,C,strengthen,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,C,U,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,G,C,strengthen,5
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,U,U,strengthen,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,G,equivalent,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,B,G,equivalent,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,X,C,strengthen,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-generic-cumulative,idr-gen-level_1-49,full-generic,G,U,strengthen,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,C,C,equivalent,9
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,G,G,strengthen,8
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,U,G,strengthen,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,G,G,weaken,9
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,U,U,weaken,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,G,G,equivalent,4
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,U,U,equivalent,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,X,X,weaken,7
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,B,B,equivalent,7
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,X,X,equivalent,11
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,U,C,strengthen,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,U,U,strengthen,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,C,U,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,B,U,strengthen,5
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,C,X,strengthen,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,U,B,strengthen,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,G,C,strengthen,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,B,B,strengthen,7
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,C,C,strengthen,6
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,B,B,weaken,4
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,X,X,strengthen,10
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,B,X,strengthen,5
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,G,X,strengthen,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,X,B,weaken,7
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,C,X,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,C,C,weaken,7
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,C,U,strengthen,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,C,G,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,X,G,weaken,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,X,C,weaken,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,U,B,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,U,C,equivalent,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,C,B,equivalent,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,G,U,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,X,C,strengthen,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,X,G,strengthen,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,X,U,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,X,U,strengthen,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,U,X,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,G,C,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-full-specialist-cumulative,idr-gen-level_1-49,full-specialist,G,B,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,B,B,weaken,9
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,X,B,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,X,X,equivalent,5
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,B,B,equivalent,4
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,X,U,strengthen,3
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,X,X,strengthen,12
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,G,G,equivalent,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,B,B,strengthen,6
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,C,C,equivalent,10
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,B,X,strengthen,7
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,C,C,strengthen,22
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,G,U,strengthen,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,C,C,weaken,4
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,C,U,strengthen,4
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,G,G,strengthen,4
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,X,X,weaken,4
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,U,U,equivalent,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,B,U,strengthen,2
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,U,C,weaken,1
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,C,X,strengthen,8
idrbench-generation-idr-gen-level_1-49-deepseek-v4-pro-full-split-generic-cumulative,idr-gen-level_1-49,split-generic,U,X,strengthen,1
